class,fn_name,address,reversed,locked,is_virtual
IKChainManager_c,IsArmPointing,0x006182B0,1,0,0
IKChainManager_c,IsFacingTarget,0x00618330,1,0,0
IKChainManager_c,IsLooking,0x006181A0,1,0,0
IKChainManager_c,LookAt,0x00618970,1,0,0
IKChainManager_c,PointArm,0x00618B60,1,0,0
IKChainManager_c,RemoveIKChain,0x00618170,1,0,0
IKChainManager_c,Reset,0x00618140,1,0,0
IKChainManager_c,Update,0x006186D0,1,0,0
CdStream,CdStreamGetStatus,0x004063E0,1,0,0
CdStream,CdStreamInit,0x00406B70,1,0,0
CdStream,CdStreamInitThread,0x004068F0,1,0,0
CdStream,CdStreamOpen,0x004067B0,1,0,0
CdStream,CdStreamRead,0x00406A20,1,0,0
CdStream,CdStreamRemoveImages,0x00406690,1,0,0
CdStream,CdStreamShutdown,0x00406370,1,0,0
CdStream,CdStreamSync,0x00406460,1,0,0
CdStream,CdStreamThread,0x00406560,1,0,0
C_PcSave,DeleteSlot,0x006190D0,0,1,0
C_PcSave,GenerateGameFilename,0x006190A0,0,1,0
C_PcSave,PopulateSlotInfo,0x00619140,0,1,0
C_PcSave,SaveSlot,0x00619060,0,1,0
C_PcSave,SetSaveDirectory,0x00619040,0,1,0
CWorld,Add,0x00563220,1,0,0
CWorld,CallOffChaseForArea,0x00566A60,1,0,0
CWorld,CallOffChaseForAreaSectorListPeds,0x00563D00,1,0,0
CWorld,CallOffChaseForAreaSectorListVehicles,0x00563A80,0,1,0
CWorld,CameraToIgnoreThisObject,0x00563F40,1,0,0
CWorld,CastShadowSectorList,0x00563390,1,0,0
CWorld,ClearCarsFromArea,0x00566610,1,0,0
CWorld,ClearExcitingStuffFromArea,0x0056A0D0,1,0,0
CWorld,ClearForRestart,0x00564360,1,0,0
CWorld,ClearPedsFromArea,0x005667F0,1,0,0
CWorld,ClearScanCodes,0x00563470,1,0,0
CWorld,ExtinguishAllCarFiresInArea,0x00566950,1,0,0
CWorld,FindGroundZFor3DCoord,0x005696C0,1,0,0
CWorld,FindGroundZForCoord,0x00569660,1,0,0
CWorld,FindLodOfTypeInRange,0x00564ED0,1,0,0
CWorld,FindLowestZForCoord,0x005697F0,1,0,0
CWorld,FindMissionEntitiesIntersectingCube,0x00569240,1,0,0
CWorld,FindMissionEntitiesIntersectingCubeSectorList,0x00565300,1,0,0
CWorld,FindNearestObjectOfType,0x005693F0,1,0,0
CWorld,FindNearestObjectOfTypeSectorList,0x00565450,1,0,0
CWorld,FindObjectsInRange,0x00564A20,1,0,0
CWorld,FindObjectsInRangeSectorList,0x00563500,1,0,0
CWorld,FindObjectsIntersectingAngledCollisionBox,0x00568FF0,1,0,0
CWorld,FindObjectsIntersectingAngledCollisionBoxSectorList,0x00565200,1,0,0
CWorld,FindObjectsIntersectingCube,0x00568DD0,1,0,0
CWorld,FindObjectsIntersectingCubeSectorList,0x005650E0,1,0,0
CWorld,FindObjectsKindaColliding,0x00568B80,1,0,0
CWorld,FindObjectsKindaCollidingSectorList,0x00565000,1,0,0
CWorld,FindObjectsOfTypeInRange,0x00564C70,1,0,0
CWorld,FindObjectsOfTypeInRangeSectorList,0x005635C0,1,0,0
CWorld,FindPlayerCentreOfWorld,0x0056E250,1,0,0
CWorld,FindPlayerCoors,0x0056E010,1,0,0
CWorld,FindPlayerEntity,0x0056E120,1,0,0
CWorld,FindPlayerHeading,0x0056E450,1,0,0
CWorld,FindPlayerPed,0x0056E210,1,0,0
CWorld,FindPlayerSlotWithPedPointer,0x00563FA0,1,0,0
CWorld,FindPlayerSlotWithVehiclePointer,0x00563FD0,1,0,0
CWorld,FindPlayerSpeed,0x0056E090,1,0,0
CWorld,FindPlayerTrain,0x0056E160,1,0,0
CWorld,FindPlayerVehicle,0x0056E0D0,1,0,0
CWorld,FindPlayerWanted,0x0056E230,1,0,0
CWorld,FindRoofZFor3DCoord,0x00569750,1,0,0
CWorld,FindUnsuspectingTargetCar,0x00566C90,1,0,0
CWorld,FindUnsuspectingTargetPed,0x00566DA0,1,0,0
CWorld,GetCurrentScanCode,0x00407250,1,0,0
CWorld,GetIsLineOfSightClear,0x0056A490,1,0,0
CWorld,GetIsLineOfSightSectorClear,0x00568AD0,1,0,0
CWorld,GetIsLineOfSightSectorListClear,0x00564970,1,0,0
CWorld,GetLodPtrList,0x004072C0,1,0,0
CWorld,GetRepeatSector,0x004072A0,1,0,0
CWorld,GetSector,0x00407260,1,0,0
CWorld,Initialise,0x005631E0,1,0,0
CWorld,PrintCarChanges,0x00566420,1,0,0
CWorld,Process,0x005684A0,1,0,0
CWorld,ProcessAttachedEntities,0x005647F0,1,0,0
CWorld,ProcessForAnimViewer,0x005633D0,1,0,0
CWorld,ProcessLineOfSight,0x0056BA00,1,0,0
CWorld,ProcessLineOfSightSector,0x0056B5E0,1,0,0
CWorld,ProcessLineOfSightSectorList,0x00566EE0,1,0,0
CWorld,ProcessPedsAfterPreRender,0x00563430,1,0,0
CWorld,ProcessVerticalLine,0x005674E0,1,0,0
CWorld,ProcessVerticalLineSector,0x00564500,1,0,0
CWorld,ProcessVerticalLineSectorList,0x005632B0,1,0,0
CWorld,ProcessVerticalLineSectorList_FillGlobeColPoints,0x005636A0,1,0,0
CWorld,ProcessVerticalLineSector_FillGlobeColPoints,0x00564420,1,0,0
CWorld,ProcessVerticalLine_FillGlobeColPoints,0x00567620,1,0,0
CWorld,Remove,0x00563280,1,0,0
CWorld,RemoveEntityInsteadOfProcessingIt,0x00563A10,1,0,0
CWorld,RemoveFallenCars,0x00565E80,1,0,0
CWorld,RemoveFallenPeds,0x00565CB0,1,0,0
CWorld,RemoveReferencesToDeletedObject,0x00565510,1,0,0
CWorld,RemoveStaticObjects,0x00563840,1,0,0
CWorld,RepositionCertainDynamicObjects,0x0056B9C0,1,0,0
CWorld,RepositionOneObject,0x00569850,1,0,0
CWorld,ResetLineTestOptions,0x005631C0,1,0,0
CWorld,SetAllCarsCanBeDamaged,0x005668F0,1,0,0
CWorld,SetCarsOnFire,0x005659F0,1,0,0
CWorld,SetPedsChoking,0x00565800,1,0,0
CWorld,SetPedsOnFire,0x00565610,1,0,0
CWorld,SetWorldOnFire,0x0056B910,1,0,0
CWorld,ShutDown,0x00564050,1,0,0
CWorld,SprayPaintWorld,0x00565B70,1,0,0
CWorld,StopAllLawEnforcersInTheirTracks,0x00566C10,1,0,0
CWorld,TestForBuildingsOnTopOfEachOther-,0x00563950,1,0,0
CWorld,TestForBuildingsOnTopOfEachOther-Void,0x005664A0,1,0,0
CWorld,TestForUnusedModels-,0x00566510,1,0,0
CWorld,TestForUnusedModels-InputArray,0x005639D0,1,0,0
CWorld,TestSphereAgainstSectorList,0x00566140,1,0,0
CWorld,TestSphereAgainstWorld,0x00569E20,1,0,0
CWorld,TriggerExplosion,0x0056B790,1,0,0
CWorld,TriggerExplosionSectorList,0x00567750,1,0,0
CWorld,UseDetonator,0x005660B0,1,0,0
CWindModifiers,FindWindModifier,0x0072C950,1,0,0
CWindModifiers,RegisterOne,0x0072C8B0,1,0,0
CWeather,AddRain,0x0072A9A0,0,1,0
CWeather,AddSandStormParticles,0x0072A820,1,0,0
CWeather,FindWeatherTypesList,0x0072A520,1,0,0
CWeather,ForceWeather,0x0072A4E0,1,0,0
CWeather,ForceWeatherNow,0x0072A4F0,1,0,0
CWeather,ForecastWeather,0x0072A590,0,1,0
CWeather,Init,0x0072A480,1,0,0
CWeather,IsRainy,0x004ABF50,1,0,0
CWeather,ReleaseWeather,0x0072A510,1,0,0
CWeather,RenderRainStreaks,0x0072AF70,1,0,0
CWeather,SetWeatherToAppropriateTypeNow,0x0072A790,1,0,0
CWeather,Update,0x0072B850,0,1,0
CWeather,UpdateInTunnelness,0x0072B630,0,1,0
CWeaponInfo,FindWeaponFireType,0x005BCF30,1,0,0
CWeaponInfo,FindWeaponType,0x00743D10,1,0,0
CWeaponInfo,GetCrouchReloadAnimationID,0x00685700,1,0,0
CWeaponInfo,GetSkillStatIndex,0x00743CD0,1,0,0
CWeaponInfo,GetTargetHeadRange,0x00743D50,1,0,0
CWeaponInfo,GetWeaponInfo-original,0x00743C60,1,0,0
CWeaponInfo,GetWeaponReloadTime,0x00743D70,1,0,0
CWeaponInfo,Initialise,0x005BF750,1,0,0
CWeaponInfo,LoadWeaponData,0x005BE670,1,0,0
CWeaponInfo,Shutdown,0x00743C50,1,0,0
CWeaponEffects,ClearCrossHair,0x00742C60,1,0,0
CWeaponEffects,ClearCrossHairImmediately,0x00742CA0,1,0,0
CWeaponEffects,ClearCrossHairs,0x00742C80,1,0,0
CWeaponEffects,ClearCrossHairsImmediately,0x00742CC0,1,0,0
CWeaponEffects,Init,0x00742AB0,1,0,0
CWeaponEffects,IsLockedOn,0x00742BD0,1,0,0
CWeaponEffects,MarkTarget,0x00742BF0,1,0,0
CWeaponEffects,Render,0x00742CF0,0,1,0
CWeaponEffects,Shutdown,0x00742B80,1,0,0
CWeapon,AddGunshell,0x0073A3E0,1,0,0
CWeapon,CanBeUsedFor2Player-Method,0x0073DEF0,1,0,0
CWeapon,CanBeUsedFor2Player-Static,0x0073B240,1,0,0
CWeapon,CheckForShootingVehicleOccupant,0x0073F480,0,1,0
CWeapon,Constructor,0x0073B430,1,0,0
CWeapon,DoBulletImpact,0x0073B550,1,0,0
CWeapon,DoDoomAiming,0x0073CDC0,1,0,0
CWeapon,DoDriveByAutoAiming,0x0073D720,0,1,0
CWeapon,DoTankDoomAiming,0x0073D1E0,0,1,0
CWeapon,DoWeaponEffect,0x0073E690,1,0,0
CWeapon,EvaluateTargetForHeatSeekingMissile,0x0073E560,1,0,0
CWeapon,FindNearestTargetEntityWithScreenCoors,0x0073E240,0,1,0
CWeapon,Fire,0x00742300,1,0,0
CWeapon,FireAreaEffect,0x0073E800,1,0,0
CWeapon,FireFromCar,0x0073FA20,1,0,0
CWeapon,FireInstantHit,0x0073FB10,0,1,0
CWeapon,FireInstantHitFromCar,0x0073EC40,0,1,0
CWeapon,FireInstantHitFromCar2,0x0073CBA0,1,0,0
CWeapon,FireM16_1stPerson,0x00741C00,1,0,0
CWeapon,FireProjectile,0x00741360,1,0,0
CWeapon,FireSniper,0x0073AAC0,1,0,0
CWeapon,GenerateDamageEvent,0x0073A530,1,0,0
CWeapon,HasWeaponAmmoToBeUsed,0x0073B2A0,1,0,0
CWeapon,Initialise,0x0073B4A0,1,0,0
CWeapon,InitialiseWeapons,0x0073A300,1,0,0
CWeapon,IsType2Handed,0x0073B1E0,1,0,0
CWeapon,IsTypeMelee,0x0073B1C0,1,0,0
CWeapon,IsTypeProjectile,0x0073B210,1,0,0
CWeapon,LaserScopeDot,0x0073A8D0,1,0,0
CWeapon,PickTargetForHeatSeekingMissile,0x0073F910,1,0,0
CWeapon,ProcessLineOfSight,0x0073B300,1,0,0
CWeapon,Reload,0x0073AEB0,1,0,0
CWeapon,SetUpPelletCol,0x0073C710,0,1,0
CWeapon,Shutdown,0x0073A380,1,0,0
CWeapon,ShutdownWeapons,0x0073A330,1,0,0
CWeapon,StopWeaponEffect,0x0073B360,1,0,0
CWeapon,TakePhotograph,0x0073C1F0,1,0,0
CWeapon,TargetWeaponRangeMultiplier,0x0073B380,1,0,0
CWeapon,Update,0x0073DB40,1,0,0
CWeapon,UpdateWeapons,0x0073A360,1,0,0
CWaterLevel,AddWaterLevelQuad,0x006E7EF0,0,1,0
CWaterLevel,AddWaterLevelTriangle,0x006E7D40,1,0,0
CWaterLevel,AddWaterLevelVertex,0x006E5A40,1,0,0
CWaterLevel,AddWaveToResult,0x006E81E0,0,1,0
CWaterLevel,BlockHit,0x006E6CA0,1,0,0
CWaterLevel,CalculateWavesOnlyForCoordinate,0x006E6EF0,1,0,0
CWaterLevel,FindNearestWaterAndItsFlow,0x006E9D70,0,1,0
CWaterLevel,GetWaterLevel-,0x006EB690,1,0,0
CWaterLevel,GetWaterLevelNoWaves,0x006E8580,0,1,0
CWaterLevel,MarkQuadsAndPolysToBeRendered,0x006E5810,1,0,0
CWaterLevel,PreRenderWater,0x006EB710,1,0,0
CWaterLevel,RenderBoatWakes,0x006ED9A0,1,0,0
CWaterLevel,RenderFlatWaterRectangle,0x006EBEC0,1,0,0
CWaterLevel,RenderFlatWaterRectangle_OneLayer,0x006E9940,1,0,0
CWaterLevel,RenderFlatWaterTriangle,0x006EE080,1,0,0
CWaterLevel,RenderFlatWaterTriangle_OneLayer,0x006E8ED0,1,0,0
CWaterLevel,RenderWakeSegment,0x006EA260,1,0,0
CWaterLevel,RenderWater,0x006EF650,0,1,0
CWaterLevel,RenderWaterFog,0x006E7760,0,1,0
CWaterLevel,RenderWaterRectangle,0x006EC5D0,1,0,0
CWaterLevel,RenderWaterTriangle,0x006EE240,1,0,0
CWaterLevel,ScanThroughBlocks,0x006E6D10,1,0,0
CWaterLevel,SetCameraRange,0x006E9C80,1,0,0
CWaterLevel,SetUpWaterFog,0x006EA9F0,1,0,0
CWaterLevel,Shutdown,0x006E59E0,1,0,0
CWaterLevel,SplitWaterRectangleAlongXLine,0x006E73A0,1,0,0
CWaterLevel,SplitWaterRectangleAlongYLine,0x006ED6D0,0,0,0
CWaterLevel,SplitWaterTriangleAlongXLine,0x006ECF00,1,0,0
CWaterLevel,SplitWaterTriangleAlongYLine,0x006EE5A0,1,0,0
CWaterLevel,WaterLevelInitialise,0x006EAE80,1,0,0
CWaterCannons,Init,0x00728C80,1,0,0
CWaterCannons,Render,0x00729B30,1,0,0
CWaterCannons,Update,0x0072A3C0,1,0,0
CWaterCannons,UpdateOne,0x00728CB0,1,0,0
CWaterCannon,Init,0x00728B40,1,0,0
CWaterCannon,PushPeds,0x007295E0,1,0,0
CWaterCannon,Render,0x00728DA0,1,0,0
CWaterCannon,Update_NewInput,0x00728C20,1,0,0
CWaterCannon,Update_OncePerFrame,0x0072A280,1,0,0
CWanted,AreArmyRequired,0x00561F80,1,0,0
CWanted,AreFbiRequired,0x00561F60,1,0,0
CWanted,AreMiamiViceRequired,0x00561F30,1,0,0
CWanted,AreSwatRequired,0x00561F40,1,0,0
CWanted,CanCopJoinPursuit-func,0x00562F60,1,0,0
CWanted,CanCopJoinPursuit-method,0x00562FB0,1,0,0
CWanted,CheatWantedLevel,0x00562540,1,0,0
CWanted,ClearQdCrimes,0x00561FE0,1,0,0
CWanted,ClearWantedLevelAndGoOnParole,0x005625A0,1,0,0
CWanted,ComputePursuitCopToDisplace,0x00562B00,1,0,0
CWanted,Initialise,0x00562390,1,0,0
CWanted,InitialiseStaticVariables,0x00561C70,1,0,0
CWanted,IsClosestCop,0x005627D0,0,1,0
CWanted,IsInPursuit,0x00562330,1,0,0
CWanted,NumOfHelisRequired,0x00561FA0,1,0,0
CWanted,RegisterCrime,0x00562410,1,0,0
CWanted,RegisterCrime_Immediately,0x00562430,1,0,0
CWanted,RemoveExcessPursuitCops,0x00562C40,1,0,0
CWanted,RemovePursuitCop-func,0x00562300,1,0,0
CWanted,RemovePursuitCop-method,0x00562C10,1,0,0
CWanted,ReportCrimeNow,0x00562120,1,0,0
CWanted,Reset,0x00562400,1,0,0
CWanted,ResetPolicePursuit,0x00561FD0,1,0,0
CWanted,SetMaximumWantedLevel,0x00561E70,1,0,0
CWanted,SetPursuitCop,0x00563060,1,0,0
CWanted,SetWantedLevel,0x00562470,1,0,0
CWanted,SetWantedLevelNoDrop,0x00562570,1,0,0
CWanted,Update,0x00562C90,1,0,0
CWanted,UpdateCrimesQ,0x00562760,1,0,0
CWanted,UpdateEachFrame,0x00562360,1,0,0
CWanted,UpdateWantedLevel,0x00561C90,1,0,0
CWanted,WorkOutPolicePresence,0x005625F0,1,0,0
CVisibilityPlugins,AtomicCopyConstructor,0x00732170,1,0,0
CVisibilityPlugins,AtomicDestructor,0x007321A0,1,0,0
CVisibilityPlugins,CalculateFadingAtomicAlpha,0x00732500,1,0,0
CVisibilityPlugins,ClearAtomicFlag-int32,0x00732310,1,0,0
CVisibilityPlugins,ClearAtomicFlag-uint16,0x00732330,1,0,0
CVisibilityPlugins,ClearClumpForAllAtomicsFlag,0x00732350,1,0,0
CVisibilityPlugins,ClumpConstructor,0x00732E10,1,0,0
CVisibilityPlugins,ClumpCopyConstructor,0x00732200,1,0,0
CVisibilityPlugins,ClumpDestructor,0x00732220,1,0,0
CVisibilityPlugins,DefaultVisibilityCB,0x00732A30,1,0,0
CVisibilityPlugins,FrameConstructor,0x007321B0,1,0,0
CVisibilityPlugins,FrameCopyConstructor,0x007321D0,1,0,0
CVisibilityPlugins,FrameDestructor,0x007321F0,1,0,0
CVisibilityPlugins,FrustumSphereCB,0x00732A40,1,0,0
CVisibilityPlugins,GetAtomicId,0x00732370,1,0,0
CVisibilityPlugins,GetAtomicModelInfo,0x00732260,1,0,0
CVisibilityPlugins,GetClumpAlpha,0x00732B20,1,0,0
CVisibilityPlugins,GetClumpModelInfo,0x00732AC0,1,0,0
CVisibilityPlugins,GetDistanceSquaredFromCamera-0,0x00732C80,1,0,0
CVisibilityPlugins,GetDistanceSquaredFromCamera-1,0x00732CC0,1,0,0
CVisibilityPlugins,GetDotProductWithCameraVector,0x007326D0,1,0,0
CVisibilityPlugins,GetFrameHierarchyId,0x00732A20,1,0,0
